1314456126,1
2609019036,1
2609022756,1
2964874293,1
2965717472,1
3026145672,0
3046943680,1
3046943756,1
3046978908,1
3050233825,1
3051072856,1
3061776971,1
3062616686,1
3843743318,0
3861175033,0
3861177853,0
3861186367,0
3861194707,0
3861196811,0
3861198817,0
3861203019,0
3861207437,0
3861209657,0
3861219319,0
3861221945,0
3861227659,0
3861231379,0
3861234767,0
3861236943,0
3861244589,0
3861249469,0
3861256351,0
3861259241,0
3861261633,0
3861266657,0
3861274311,0
3861284843,0
3861288043,0
3861302745,0
3861306259,0
3861315793,0
3861319939,0
3861329679,0
3861332519,0
3861350913,0
3861363505,0
3861369515,0
3861372467,0
3861379357,0
3861385439,0
3861388071,0
3861390901,0
3861409257,0
3861412693,0
3861416501,0
3861429579,0
3861433499,0
3861954714,0
3861963638,0
3861965710,0
3861970934,0
3861973618,0
3861982534,0
3861986886,0
3861993646,0
3861995832,0
3861998282,0
3862006338,0
3862021246,0
3862023540,0
3862028810,0
3862033722,0
3862036042,0
3862046330,0
3862051606,0
3862054712,0
3862058998,0
3862061852,0
3862064712,0
3862073762,0
3862077628,0
3862081344,0
3862091884,0
3862094902,0
3862106356,0
3862109822,0
3862118546,0
3862121390,0
3862124318,0
3862126830,0
3862130118,0
3862136750,0
3862140014,0
3862143090,0
3862158544,0
3862177126,0
3862180886,0
3862185006,0
3862203126,0
3862206434,0
3862209610,0
3862219904,0
3862224054,0
4967294741,1
4967298841,1
4967899056,1
4967902154,1
4968014757,0
4968048105,0
5223980758,0
5384726002,1
64867854,1
