3317681365,1
4618734254,1
5552422685,1
6140399543,1
7343457178,1
6045342711,1
2179760494,2
572036286,2
6045345001,2
6045895176,2
6045894832,2
7606675634,2
572547867,2
326606901,3
5058163905,3
6152365275,3
6152909926,3
2672270801,3
3342516884,3
5283458406,4
572030886,4
2834408635,4
572607365,5
572611427,5
6045391990,5
6045394072,5
6045393056,5
6045691532,5
6045707700,5
6045715444,5
7616847678,5
7616850102,5
2332969337,5
572602479,5
7606683466,5
6045690372,6
6045168649,6
572110342,6
572104628,6
7606686150,6
2178972495,6
2333790156,6
6045894610,7
6045895278,7
7815923544,7
7815925706,7
7815927828,7
6045342817,7
6045342911,7
6045343061,7
6045344427,7
6045345673,7
6045345789,7
6045345881,7
6045344065,7
4438898290,8
6045342575,8
6045893274,8
6045893372,8
7654365550,8
7815921446,8
7815932280,8
7816000614,9
7816002988,9
7816007998,9
7816005526,9
2726185862,9
6045345463,9
6045893864,9
2631854710,10
2725356043,10
2726180302,10
286852886,10
2289332443,11
2332959927,12
6031892763,12
6032451670,12
6754848331,12
6754849481,12
6045399740,13
6045689142,13
6045721216,13
6152912386,13
6877788274,13
6045138171,13
6045164529,13
6045147449,13
7610735342,13
572565201,14
572574113,14
572063174,14
2333799672,14
7610741336,14
7610743054,14
6044846899,15
6044849551,15
6044853125,15
6045146205,15
6045143623,15
6045396682,15
6045694640,15
6045720018,15
6045716778,15
7616852862,15
6045893482,16
6045893040,16
6045895378,16
7815919344,16
7815930128,16
6045893142,16
7606689530,17
7610726304,17
7610737504,17
6044852051,17
572589003,17
572078706,17
6045345571,18
6045343779,18
6045398952,19
6045692230,19
